"No.","Time","Source","Destination","Protocol","Info","Length"
"3759","239.086623","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=40","82"
"3760","239.087271","192.168.6.68","216.239.34.180","QUIC","Initial, DCID=f901f240f353294c, PKN: 1, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, PING, PING, CRYPTO, PING, PING, PING, PADDING, PING, PING, PING, PADDING","1292"
"3761","239.087393","192.168.6.68","216.239.34.180","QUIC","Initial, DCID=f901f240f353294c, PKN: 2, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PING","1292"
"3762","239.088001","192.168.6.68","216.239.34.180","QUIC","0-RTT, DCID=f901f240f353294c","121"
"3763","239.102849","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=900/33795, ttl=64 (no response found!)","98"
"3764","239.118879","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=901/34051, ttl=64 (no response found!)","98"
"3765","239.130652","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=902/34307, ttl=64 (no response found!)","98"
"3766","239.149356","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=903/34563, ttl=64 (no response found!)","98"
"3767","239.160024","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=904/34819, ttl=64 (no response found!)","98"
"3768","239.179607","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=905/35075, ttl=64 (no response found!)","98"
"3769","239.183702","216.239.34.180","192.168.6.68","QUIC","Initial, SCID=f901f240f353294c, PKN: 1, ACK","82"
"3770","239.184628","216.239.34.180","192.168.6.68","QUIC","Initial, SCID=f901f240f353294c, PKN: 2, ACK, PADDING","1292"
"3771","239.184628","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=26","68"
"3772","239.188523","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=906/35331, ttl=64 (no response found!)","98"
"3773","239.195922","216.239.34.180","192.168.6.68","QUIC","Initial, SCID=f901f240f353294c, PKN: 3, CRYPTO, PADDING","1292"
"3774","239.195922","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","340"
"3775","239.195922","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","994"
"3776","239.195922","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","77"
"3777","239.210776","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=907/35587, ttl=64 (no response found!)","98"
"3778","239.210962","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","66"
"3779","239.229748","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=908/35843, ttl=64 (no response found!)","98"
"3780","239.239788","192.168.6.68","216.239.34.180","QUIC","Initial, DCID=f901f240f353294c, PKN: 4, ACK, PADDING","1292"
"3781","239.240648","192.168.6.68","216.239.34.180","QUIC","Handshake, DCID=f901f240f353294c","120"
"3782","239.241249","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=f901f240f353294c","1288"
"3783","239.241424","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=f901f240f353294c","1292"
"3784","239.241560","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=f901f240f353294c","1292"
"3785","239.242375","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=f901f240f353294c","597"
"3786","239.242973","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=909/36099, ttl=64 (no response found!)","98"
"3787","239.246185","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=f901f240f353294c","348"
"3788","239.246481","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=f901f240f353294c","73"
"3789","239.262004","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=910/36355, ttl=64 (no response found!)","98"
"3790","239.271637","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=f901f240f353294c","74"
"3791","239.273427","52.96.165.242","192.168.6.68","TLSv1.2","Application Data","101"
"3792","239.282726","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=911/36611, ttl=64 (no response found!)","98"
"3793","239.303232","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=912/36867, ttl=64 (no response found!)","98"
"3794","239.314351","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=913/37123, ttl=64 (no response found!)","98"
"3795","239.318144","192.168.6.68","52.96.165.242","TCP","52279  >  443 [ACK] Seq=4098 Ack=1809 Win=255 Len=0","54"
"3796","239.329809","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=914/37379, ttl=64 (no response found!)","98"
"3797","239.329809","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","163"
"3798","239.344891","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"3799","239.344891","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"3800","239.344891","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"3801","239.345344","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"3802","239.355859","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=915/37635, ttl=64 (no response found!)","98"
"3803","239.365992","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=f901f240f353294c","74"
"3804","239.370503","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","72"
"3805","239.376289","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=916/37891, ttl=64 (no response found!)","98"
"3806","239.386240","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=917/38147, ttl=64 (no response found!)","98"
"3807","239.397506","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=f901f240f353294c","74"
"3808","239.409157","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=918/38403, ttl=64 (no response found!)","98"
"3809","239.415570","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","607"
"3810","239.415570","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","63"
"3811","239.420789","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=f901f240f353294c","77"
"3812","239.428906","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=919/38659, ttl=64 (no response found!)","98"
"3813","239.441781","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=920/38915, ttl=64 (no response found!)","98"
"3814","239.459646","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=921/39171, ttl=64 (no response found!)","98"
"3815","239.480442","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=922/39427, ttl=64 (no response found!)","98"
"3816","239.501120","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=923/39683, ttl=64 (no response found!)","98"
"3817","239.513500","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","66"
"3818","239.535614","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=924/39939, ttl=64 (no response found!)","98"
"3819","239.538228","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=925/40195, ttl=64 (no response found!)","98"
"3820","239.547173","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=926/40451, ttl=64 (no response found!)","98"
"3821","239.573731","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=927/40707, ttl=64 (no response found!)","98"
"3822","239.595849","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=928/40963, ttl=64 (no response found!)","98"
"3823","239.611099","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=929/41219, ttl=64 (no response found!)","98"
"3824","239.641447","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=930/41475, ttl=64 (no response found!)","98"
"3825","239.660280","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=931/41731, ttl=64 (no response found!)","98"
"3826","239.689966","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=932/41987, ttl=64 (no response found!)","98"
"3827","239.731798","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=933/42243, ttl=64 (no response found!)","98"
"3828","239.732864","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=934/42499, ttl=64 (no response found!)","98"
"3829","239.759166","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=935/42755, ttl=64 (no response found!)","98"
"3830","239.790482","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=936/43011, ttl=64 (no response found!)","98"
"3831","239.800139","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=937/43267, ttl=64 (no response found!)","98"
"3832","239.810742","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=938/43523, ttl=64 (no response found!)","98"
"3833","239.830551","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=939/43779, ttl=64 (no response found!)","98"
"3834","239.862917","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=940/44035, ttl=64 (no response found!)","98"
"3835","239.912098","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=941/44291, ttl=64 (no response found!)","98"
"3836","239.937337","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=942/44547, ttl=64 (no response found!)","98"
"3837","239.947569","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=943/44803, ttl=64 (no response found!)","98"
"3838","239.963729","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=944/45059, ttl=64 (no response found!)","98"
"3839","239.976453","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=945/45315, ttl=64 (no response found!)","98"
"3840","239.998919","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=946/45571, ttl=64 (no response found!)","98"
"3841","240.022868","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=947/45827, ttl=64 (no response found!)","98"
"3842","240.065596","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=948/46083, ttl=64 (no response found!)","98"
"3843","240.118919","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=949/46339, ttl=64 (no response found!)","98"
"3844","240.134606","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=950/46595, ttl=64 (no response found!)","98"
"3845","240.152131","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=951/46851, ttl=64 (no response found!)","98"
"3846","240.162442","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=952/47107, ttl=64 (no response found!)","98"
"3847","240.180670","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=953/47363, ttl=64 (no response found!)","98"
"3848","240.228283","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=954/47619, ttl=64 (no response found!)","98"
"3849","240.252761","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=955/47875, ttl=64 (no response found!)","98"
"3850","240.265674","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=956/48131, ttl=64 (no response found!)","98"
"3851","240.325189","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=957/48387, ttl=64 (no response found!)","98"
"3852","240.341346","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=958/48643, ttl=64 (no response found!)","98"
"3853","240.350706","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=959/48899, ttl=64 (no response found!)","98"
"3854","240.373146","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=960/49155, ttl=64 (no response found!)","98"
"3855","240.457775","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=961/49411, ttl=64 (no response found!)","98"
"3856","240.473256","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=962/49667, ttl=64 (no response found!)","98"
"3857","240.496947","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=963/49923, ttl=64 (no response found!)","98"
"3858","240.524641","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=964/50179, ttl=64 (no response found!)","98"
"3859","240.533818","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=965/50435, ttl=64 (no response found!)","98"
"3860","240.555035","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=966/50691, ttl=64 (no response found!)","98"
"3861","240.572097","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=967/50947, ttl=64 (no response found!)","98"
"3862","240.587568","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=968/51203, ttl=64 (no response found!)","98"
"3863","240.600707","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=969/51459, ttl=64 (no response found!)","98"
"3864","240.666261","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=970/51715, ttl=64 (no response found!)","98"
"3865","240.680429","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=971/51971, ttl=64 (no response found!)","98"
"3866","240.697827","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=972/52227, ttl=64 (no response found!)","98"
"3867","240.721123","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=973/52483, ttl=64 (no response found!)","98"
"3868","240.739105","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=974/52739, ttl=64 (no response found!)","98"
"3869","240.766901","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=975/52995, ttl=64 (no response found!)","98"
"3870","240.778310","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=976/53251, ttl=64 (no response found!)","98"
"3871","240.795918","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=977/53507, ttl=64 (no response found!)","98"
"3872","240.815366","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=978/53763, ttl=64 (no response found!)","98"
"3873","240.840569","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=979/54019, ttl=64 (no response found!)","98"
"3874","240.855724","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=980/54275, ttl=64 (no response found!)","98"
"3875","240.874086","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=981/54531, ttl=64 (no response found!)","98"
"3876","240.885965","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=982/54787, ttl=64 (no response found!)","98"
"3877","240.903172","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=983/55043, ttl=64 (no response found!)","98"
"3878","240.918423","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=984/55299, ttl=64 (no response found!)","98"
"3879","240.928733","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=985/55555, ttl=64 (no response found!)","98"
"3880","240.947484","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=986/55811, ttl=64 (no response found!)","98"
"3881","240.958608","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=987/56067, ttl=64 (no response found!)","98"
"3882","240.964258","192.168.6.68","107.167.96.30","TCP","53080  >  443 [RST, ACK] Seq=3037 Ack=3553 Win=0 Len=0","54"
"3883","240.971238","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=988/56323, ttl=64 (no response found!)","98"
"3884","240.985638","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=989/56579, ttl=64 (no response found!)","98"
"3885","241.004658","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=990/56835, ttl=64 (no response found!)","98"
"3886","241.021442","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=991/57091, ttl=64 (no response found!)","98"
"3887","241.034806","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=992/57347, ttl=64 (no response found!)","98"
"3888","241.053676","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=993/57603, ttl=64 (no response found!)","98"
"3889","241.095932","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=994/57859, ttl=64 (no response found!)","98"
"3890","241.110492","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=995/58115, ttl=64 (no response found!)","98"
"3891","241.129386","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=996/58371, ttl=64 (no response found!)","98"
"3892","241.132946","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=997/58627, ttl=64 (no response found!)","98"
"3893","241.154006","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=998/58883, ttl=64 (no response found!)","98"
"3894","241.176366","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=999/59139, ttl=64 (no response found!)","98"
"3895","241.186597","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1000/59395, ttl=64 (no response found!)","98"
"3896","241.199819","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1001/59651, ttl=64 (no response found!)","98"
"3897","241.216157","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1002/59907, ttl=64 (no response found!)","98"
"3898","241.237576","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1003/60163, ttl=64 (no response found!)","98"
"3899","241.254656","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1004/60419, ttl=64 (no response found!)","98"
"3900","241.268597","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1005/60675, ttl=64 (no response found!)","98"
"3901","241.289916","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1006/60931, ttl=64 (no response found!)","98"
"3902","241.312905","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1007/61187, ttl=64 (no response found!)","98"
"3903","241.373934","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1008/61443, ttl=64 (no response found!)","98"
"3904","241.374625","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1009/61699, ttl=64 (no response found!)","98"
"3905","241.378782","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1010/61955, ttl=64 (no response found!)","98"
"3906","241.392012","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1011/62211, ttl=64 (no response found!)","98"
"3907","241.433088","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1012/62467, ttl=64 (no response found!)","98"
"3908","241.449497","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1013/62723, ttl=64 (no response found!)","98"
"3909","241.489401","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1014/62979, ttl=64 (no response found!)","98"
"3910","241.489995","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1015/63235, ttl=64 (no response found!)","98"
"3911","241.511968","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1016/63491, ttl=64 (no response found!)","98"
"3912","241.531527","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1017/63747, ttl=64 (no response found!)","98"
"3913","241.556050","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1018/64003, ttl=64 (no response found!)","98"
"3914","241.582577","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1019/64259, ttl=64 (no response found!)","98"
"3915","241.642059","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1020/64515, ttl=64 (no response found!)","98"
"3916","241.663666","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1021/64771, ttl=64 (no response found!)","98"
"3917","241.671329","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1022/65027, ttl=64 (no response found!)","98"
"3918","241.691714","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1023/65283, ttl=64 (no response found!)","98"
"3919","241.711471","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1024/4, ttl=64 (no response found!)","98"
"3920","241.733155","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1025/260, ttl=64 (no response found!)","98"
"3921","241.744412","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1026/516, ttl=64 (no response found!)","98"
"3922","241.760592","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1027/772, ttl=64 (no response found!)","98"
"3923","241.775703","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1028/1028, ttl=64 (no response found!)","98"
"3924","241.849981","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1029/1284, ttl=64 (no response found!)","98"
"3925","241.866993","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1030/1540, ttl=64 (no response found!)","98"
"3926","241.895979","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1031/1796, ttl=64 (no response found!)","98"
"3927","241.909117","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1032/2052, ttl=64 (no response found!)","98"
"3928","241.923360","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1033/2308, ttl=64 (no response found!)","98"
"3929","241.929823","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1034/2564, ttl=64 (no response found!)","98"
"3930","241.946230","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1035/2820, ttl=64 (no response found!)","98"
"3931","241.976942","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1036/3076, ttl=64 (no response found!)","98"
"3932","241.988882","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1037/3332, ttl=64 (no response found!)","98"
"3933","242.002540","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1038/3588, ttl=64 (no response found!)","98"
"3934","242.033348","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1039/3844, ttl=64 (no response found!)","98"
"3935","242.049477","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1040/4100, ttl=64 (no response found!)","98"
"3936","242.062492","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1041/4356, ttl=64 (no response found!)","98"
"3937","242.091552","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1042/4612, ttl=64 (no response found!)","98"
"3938","242.094420","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1043/4868, ttl=64 (no response found!)","98"
"3939","242.101202","107.167.96.31","192.168.6.68","TLSv1.3","Application Data","78"
"3940","242.101202","107.167.96.31","192.168.6.68","TCP","443  >  53092 [FIN, ACK] Seq=3354 Ack=3309 Win=41646 Len=0","54"
"3941","242.101679","192.168.6.68","107.167.96.31","TCP","53092  >  443 [ACK] Seq=3309 Ack=3355 Win=65311 Len=0","54"
"3942","242.133792","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1044/5124, ttl=64 (no response found!)","98"
"3943","242.171093","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1045/5380, ttl=64 (no response found!)","98"
"3944","242.187514","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1046/5636, ttl=64 (no response found!)","98"
"3945","242.207427","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1047/5892, ttl=64 (no response found!)","98"
"3946","242.223473","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1048/6148, ttl=64 (no response found!)","98"
"3947","242.238254","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1049/6404, ttl=64 (no response found!)","98"
"3948","242.250258","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1050/6660, ttl=64 (no response found!)","98"
"3949","242.262304","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1051/6916, ttl=64 (no response found!)","98"
"3950","242.274971","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1052/7172, ttl=64 (no response found!)","98"
"3951","242.291420","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1053/7428, ttl=64 (no response found!)","98"
"3952","242.310172","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1054/7684, ttl=64 (no response found!)","98"
"3953","242.320142","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1055/7940, ttl=64 (no response found!)","98"
"3954","242.331303","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1056/8196, ttl=64 (no response found!)","98"
"3955","242.346880","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1057/8452, ttl=64 (no response found!)","98"
"3956","242.358034","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1058/8708, ttl=64 (no response found!)","98"
"3957","242.371323","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1059/8964, ttl=64 (no response found!)","98"
"3958","242.393666","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1060/9220, ttl=64 (no response found!)","98"
"3959","242.414900","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1061/9476, ttl=64 (no response found!)","98"
